size	colour	x	y	clickSelects	PANEL	fill
2	#C49A00	0.0857307249712313	NA	Andorra	1	#C49A00
3.39427400463467	#00C094	0.14315956315001	0.820704462198686	United Arab Emirates	1	#00C094
4.66983145535444	#A58AFF	0.635918535727468	0.379885251135511	Afghanistan	1	#A58AFF
2	#53B400	NA	NA	Antigua and Barbuda	1	#53B400
2.80498447189992	#C49A00	0.120036042295417	0.82580489310738	Albania	1	#C49A00
2.80498447189992	#C49A00	0.141748268449964	0.777231658942041	Armenia	1	#C49A00
4.12978872191586	#FB61D7	0.544184380224504	0.416835917796149	Angola	1	#FB61D7
5.11769145362398	#53B400	0.193314805567015	0.806035165344828	Argentina	1	#53B400
2	#F8766D	NA	NA	American Samoa	1	#F8766D
3.39427400463467	#C49A00	0.109614173741234	0.880058869484416	Austria	1	#C49A00
4.27683991532123	#F8766D	0.156295459973511	0.900504677016477	Australia	1	#F8766D
2	#53B400	0.137731506611373	0.795798580369296	Aruba	1	#53B400
3.39427400463467	#C49A00	0.161723516512148	0.726170724849101	Azerbaijan	1	#C49A00
2.80498447189992	#C49A00	0.0779143235555941	0.802424846170952	Bosnia and Herzegovina	1	#C49A00
2	#53B400	0.121664459257008	0.820692301123574	Barbados	1	#53B400
8.02395219104534	#A58AFF	0.197005884013288	0.697006946596121	Bangladesh	1	#A58AFF
3.60996894379985	#C49A00	0.153038626050329	0.87774066454119	Belgium	1	#C49A00
3.9718012070186	#FB61D7	0.588368760449009	0.48337676040588	Burkina Faso	1	#FB61D7
3.39427400463467	#C49A00	0.115042230279871	0.773003405139035	Bulgaria	1	#C49A00
2	#00C094	0.229031417591246	0.796556747395811	Bahrain	1	#00C094
3.39427400463467	#FB61D7	0.424224330720629	0.404737928261285	Burundi	1	#FB61D7
3.60996894379985	#FB61D7	0.527248843823957	0.493682131462515	Benin	1	#FB61D7
2	#00B6EB	0.144787980111601	0.863006761975799	Bermuda	1	#00B6EB
2	#F8766D	0.174967974466422	0.841870433397535	Brunei Darussalam	1	#F8766D
3.60996894379985	#53B400	0.316748811255618	0.660137607125296	Bolivia	1	#53B400
8.8305197459637	#53B400	0.151953014742602	0.766573616707158	Brazil	1	#53B400
2	#53B400	0.159118049373602	0.799646420541455	Bahamas, The	1	#53B400
2	#A58AFF	0.21372429815229	0.670114249120308	Bhutan	1	#A58AFF
2.80498447189992	#FB61D7	0.251829255053521	0.455101500703272	Botswana	1	#FB61D7
3.60996894379985	#C49A00	0.109614173741234	0.72458712484936	Belarus	1	#C49A00
2	#53B400	0.25617170028443	0.8092730515934	Belize	1	#53B400
4.90241278938748	#00B6EB	0.129904249082658	0.886523240973642	Canada	1	#00B6EB
5.8605699061149	#FB61D7	0.580226675641053	0.376572498268282	Congo, Dem. Rep.	1	#FB61D7
3.13841995766062	#FB61D7	0.456032742037041	0.369543396853541	Central African Republic	1	#FB61D7
3.13841995766062	#FB61D7	0.446587923659813	0.515100444969938	Congo, Rep.	1	#FB61D7
3.39427400463467	#C49A00	0.118299064203053	0.909093436314332	Switzerland	1	#C49A00
4.12978872191586	#FB61D7	0.434429077013266	0.480531068829672	Cote d'Ivoire	1	#FB61D7
3.9718012070186	#53B400	0.155426970927329	0.856730507117213	Chile	1	#53B400
4.27683991532123	#FB61D7	0.440399939205767	0.423210221322827	Cameroon	1	#FB61D7
19.9097738679192	#F8766D	0.126766832403326	0.769277935785191	China	1	#F8766D
5.31903600462544	#53B400	0.181264520051241	0.771717751479538	Colombia	1	#53B400
3.13841995766062	#53B400	0.153907115096511	0.861512089837815	Costa Rica	1	#53B400
3.60996894379985	#53B400	0.112545324272098	0.857952315132372	Cuba	1	#53B400
2	#FB61D7	0.214375664936926	0.777083445839113	Cape Verde	1	#FB61D7
2	#53B400	0.192120633128515	NA	Curacao	1	#53B400
2	#C49A00	0.113522374449052	0.864437968503045	Cyprus	1	#C49A00
3.60996894379985	#C49A00	0.115042230279871	0.833960794137968	Czech Republic	1	#C49A00
6.40908153700972	#C49A00	0.104186117202597	0.873902325208963	Germany	1	#C49A00
2	#00C094	0.360390385826259	0.523938126273991	Djibouti	1	#00C094
3.13841995766062	#C49A00	0.156295459973511	0.860069102269056	Denmark	1	#C49A00
2	#53B400	NA	NA	Dominica	1	#53B400
