size	colour	x	y	clickSelects	PANEL	fill
2	#C49A00	NA	NA	Andorra	1	#C49A00
2	#00C094	0.518781075623684	0.716341535889823	United Arab Emirates	1	#00C094
3.8	#A58AFF	0.800822893371257	0.253162668098835	Afghanistan	1	#A58AFF
2	#53B400	NA	NA	Antigua and Barbuda	1	#53B400
2.80498447189992	#C49A00	0.37710879996526	0.729425712609549	Albania	1	#C49A00
2.80498447189992	#C49A00	0.214484226067699	0.722827189260494	Armenia	1	#C49A00
3.39427400463467	#FB61D7	0.735469092646069	0.259091952283134	Angola	1	#FB61D7
4.66983145535444	#53B400	0.296665002062661	0.721583719330291	Argentina	1	#53B400
2	#F8766D	NA	NA	American Samoa	1	#F8766D
3.39427400463467	#C49A00	0.122641509433962	0.764532456256329	Austria	1	#C49A00
3.9718012070186	#F8766D	0.162157761035239	0.798465656154798	Australia	1	#F8766D
2	#53B400	0.208730486136744	0.762670291629802	Aruba	1	#53B400
3.13841995766062	#C49A00	0.281792127146796	0.640497850853002	Azerbaijan	1	#C49A00
3.13841995766062	#C49A00	0.169539917927785	0.737589594345679	Bosnia and Herzegovina	1	#C49A00
2	#53B400	0.158358121458193	0.762020054144907	Barbados	1	#53B400
6.62428372831945	#A58AFF	0.594122500379964	0.504940246747454	Bangladesh	1	#A58AFF
3.60996894379985	#C49A00	0.122641509433962	0.778563296666805	Belgium	1	#C49A00
3.39427400463467	#FB61D7	0.719619167553249	0.367874289294419	Burkina Faso	1	#FB61D7
3.39427400463467	#C49A00	0.170408406973967	0.739879676802707	Bulgaria	1	#C49A00
2	#00C094	0.45082180775995	0.732942923552099	Bahrain	1	#00C094
3.13841995766062	#FB61D7	0.660453351282107	0.373093290685456	Burundi	1	#FB61D7
2.80498447189992	#FB61D7	0.714299672145385	0.347386678066662	Benin	1	#FB61D7
2	#00B6EB	NA	NA	Bermuda	1	#00B6EB
2	#F8766D	0.377325922226806	0.744047505263751	Brunei Darussalam	1	#F8766D
3.13841995766062	#53B400	0.524209132162321	0.472962699740434	Bolivia	1	#53B400
7.57709601853868	#53B400	0.357242113033849	0.619746496308752	Brazil	1	#53B400
2	#53B400	0.275169898169659	0.695275133493452	Bahamas, The	1	#53B400
2	#A58AFF	0.647968821243242	0.378330533689162	Bhutan	1	#A58AFF
2	#FB61D7	0.591625594372191	0.593108041309501	Botswana	1	#FB61D7
3.60996894379985	#C49A00	0.182350131358968	0.725477543567717	Belarus	1	#C49A00
2	#53B400	0.532568339231821	0.734583148557831	Belize	1	#53B400
4.41495341569977	#00B6EB	0.135668845126691	0.812333082118458	Canada	1	#00B6EB
4.66983145535444	#FB61D7	0.685856655882928	0.347452423878986	Congo, Dem. Rep.	1	#FB61D7
2.80498447189992	#FB61D7	0.599767679180146	0.401237058763418	Central African Republic	1	#FB61D7
2.80498447189992	#FB61D7	0.599441995787828	0.513433617612398	Congo, Rep.	1	#FB61D7
3.13841995766062	#C49A00	0.117213452895325	0.812253275063035	Switzerland	1	#C49A00
3.39427400463467	#FB61D7	0.74068002692316	0.44861432719821	Cote d'Ivoire	1	#FB61D7
3.60996894379985	#53B400	0.24108170310702	0.733959133391148	Chile	1	#53B400
3.60996894379985	#FB61D7	0.645580476366242	0.442600295521726	Cameroon	1	#FB61D7
17.6713751789688	#F8766D	0.235762207699155	0.683997256461455	China	1	#F8766D
4.66983145535444	#53B400	0.34736305013353	0.670647816290847	Colombia	1	#53B400
2.80498447189992	#53B400	0.335095642356211	0.77995573976713	Costa Rica	1	#53B400
3.60996894379985	#53B400	0.151410209088738	0.781854767652589	Cuba	1	#53B400
2	#FB61D7	0.612795014872875	0.587078808289126	Cape Verde	1	#FB61D7
NA	#53B400	NA	NA	Curacao	1	#53B400
2	#C49A00	0.217958182252426	0.801101189151729	Cyprus	1	#C49A00
3.60996894379985	#C49A00	0.167151573050785	0.727494381868323	Czech Republic	1	#C49A00
6.33497404836523	#C49A00	0.0976724493562325	0.774959058030485	Germany	1	#C49A00
2	#00C094	0.66892111948238	0.396169690777682	Djibouti	1	#00C094
3.13841995766062	#C49A00	0.102774822502551	0.787155856300633	Denmark	1	#C49A00
2	#53B400	NA	NA	Dominica	1	#53B400
3.13841995766062	#53B400	0.396432681242808	0.627944581068635	Dominican Republic	1	#53B400
4.27683991532123	#00C094	0.64590615975856	0.593136923862892	Algeria	1	#00C094
3.39427400463467	#53B400	0.455815619775496	0.637600474707567	Ecuador	1	#53B400
2.80498447189992	#C49A00	0.187778187897605	0.708549707045402	Estonia	1	#C49A00
5.41525987298185	#00C094	0.516609853008229	0.529344484228472	Egypt, Arab Rep.	1	#00C094
2.80498447189992	#FB61D7	0.656870833966607	0.315934717524637	Eritrea	1	#FB61D7
5.01197609552267	#C49A00	0.147827691773238	0.810349306740812	Spain	1	#C49A00
5.01197609552267	#FB61D7	0.707786004299021	0.31070469515928	Ethiopia	1	#FB61D7
3.13841995766062	#C49A00	0.142182512973055	0.783735553925381	Finland	1	#C49A00
2	#F8766D	0.360933191480122	0.622505160191192	Fiji	1	#F8766D
2	#F8766D	0.593145450203009	0.647439164506778	Micronesia, Fed. Sts.	1	#F8766D
2	#C49A00	NA	0.815225137793532	Faeroe Islands	1	#C49A00
5.68890227574546	#C49A00	0.155209848665784	0.793069179073846	France	1	#C49A00
2	#FB61D7	0.517478342054411	0.522072161311494	Gabon	1	#FB61D7
5.68890227574546	#C49A00	0.145439346896237	0.786494597841417	United Kingdom	1	#C49A00
2	#53B400	0.414128145558764	0.647903185529019	Grenada	1	#53B400
